Journal Id,Year,Number of Papers published
258,2013,11
258,2012,23
258,2015,10
259,2014,20
259,2016,21
259,2013,22
259,2017,21
259,2007,24
259,2006,21
259,2015,21
259,2011,31
259,2012,27
259,2010,22
259,2008,25
259,2009,23
259,2018,22
259,2019,6
260,2008,80
260,2009,58
260,2018,122
260,2012,91
260,2014,94
260,2010,41
260,2016,89
260,2007,76
260,2004,41
260,2013,62
260,2019,79
260,2005,41
260,2015,97
260,2006,37
260,2011,43
260,2017,109
261,2001,116
261,2013,27
261,2002,69
261,1998,211
261,1999,52
261,2000,46
261,2015,9
261,2012,37
261,2008,34
261,2014,24
261,2007,21
261,2009,9
261,2011,18
261,2010,20
261,2016,12
261,2018,7
261,2017,6
262,2011,23
263,1991,22
263,1992,6
263,1996,22
263,1994,22
264,1986,121
264,1988,185
264,1990,193
264,2005,173
264,1981,119
264,2014,135
264,2001,134
264,1996,218
264,1992,237
264,1995,237
264,2002,207
264,1982,106
264,2009,241
264,1993,206
264,2013,178
264,1997,210
264,1989,205
264,1998,206
264,2010,220
264,1980,116
264,2004,189
264,2006,178
264,1987,179
264,2019,107
264,2007,184
264,2017,122
264,2018,159
264,1983,111
264,2008,254
264,1984,102
264,2016,135
264,2003,205
264,1976,69
264,1985,99
264,2011,194
264,2012,196
264,1974,26
264,1994,220
264,2015,188
264,1999,165
264,1975,57
264,2000,146
264,1991,232
264,1979,128
264,1972,42
264,1971,18
264,1978,77
264,1973,39
264,1977,56
265,2018,63
266,2006,27
265,2009,45
265,2011,64
265,2019,29
266,2003,27
265,2010,52
265,2013,60
266,2000,29
266,1996,31
265,2008,56
265,2016,62
265,2012,69
266,1994,1
266,1997,31
265,2007,27
265,2017,62
266,2005,36
266,1999,31
265,2015,59
266,1998,33
266,2002,31
265,2014,66
266,2007,7
266,2004,30
266,1995,30
266,2001,28
267,2010,26
267,2012,33
267,2005,25
267,2014,42
267,2008,27
267,2003,34
267,2016,35
267,2015,38
267,2007,25
267,2018,40
267,2017,32
267,2009,24
267,2011,36
267,2019,30
267,2013,37
267,2004,31
267,2006,23
268,2009,129
268,2018,267
268,2016,278
269,1994,33
268,2019,327
268,2011,158
268,2017,399
268,2015,330
268,2007,156
269,1992,32
269,1995,39
268,2010,144
269,1997,83
268,2013,165
269,2004,72
269,2000,81
269,1991,48
268,2006,115
269,1999,50
268,2008,128
268,2001,61
268,2012,158
269,2005,69
268,2014,179
269,1993,35
268,1990,1
269,1989,10
269,1998,79
268,2004,19
268,2003,63
268,2002,80
269,1996,41
269,1990,12
268,2005,13
270,2013,192
270,2016,224
270,2017,258
270,2019,159
270,2002,27
270,2010,130
270,2018,212
270,2003,32
270,2014,214
270,2009,120
270,2006,130
270,2011,131
270,2008,111
270,2015,186
270,2007,108
270,2012,161
270,2005,52
270,2004,31
271,2013,26
271,2012,23
271,2018,20
271,2017,21
271,2015,20
271,2014,23
271,2019,10
271,2016,16
272,2007,17
272,2011,17
272,2018,42
272,2014,37
272,2016,46
272,2000,12
272,1994,17
272,2019,37
272,2006,19
272,2009,17
272,2015,32
272,1995,20
272,2008,20
272,2012,19
272,2017,41
272,2002,17
272,1999,18
272,2001,12
272,1996,14
272,2004,22
272,2013,30
272,2010,22
272,1993,14
272,1998,5
272,2005,19
272,1997,5
273,2008,33
273,2007,29
273,2006,28
274,2018,48
274,2017,25
274,2019,29
274,2014,10
274,2015,18
274,2013,3
274,2016,6
275,2010,31
275,2011,37
275,2009,10
276,2018,20
276,2009,9
276,2015,16
276,2016,17
276,2012,14
276,2014,14
276,2019,15
276,2013,13
276,2011,11
276,2010,11
276,2017,15
277,2017,8
277,2014,4
277,2013,5
277,2018,9
277,2015,4
277,2016,8
277,2012,7
277,2011,5
278,2009,54
278,2018,250
278,2014,174
278,2016,276
278,2013,133
278,1997,32
278,2012,113
278,1994,36
278,1991,34
278,2019,243
278,2015,187
278,1993,33
278,2010,89
278,2003,27
278,1999,21
278,2001,24
278,1996,34
278,2011,68
278,1992,36
278,2008,47
278,2017,191
278,1998,33
278,1995,32
278,2007,44
278,2002,29
278,2004,29
278,1990,18
278,2006,74
278,2005,37
278,2000,26
279,2009,21
279,2007,20
279,2008,16
279,2010,11
279,2017,4
279,2016,6
279,2018,16
279,2011,3
279,2015,3
280,1996,26
280,1993,12
280,1995,19
280,1997,23
280,1999,17
280,1998,21
280,1994,21
281,2008,17
281,1996,23
281,2005,24
281,2012,31
281,2003,21
281,1997,23
281,1994,25
281,2004,20
281,1998,23
281,2006,28
281,2018,47
281,1999,24
281,2014,26
281,2013,37
281,2015,37
281,2011,28
281,2007,24
281,2010,15
281,1995,21
281,2016,29
281,2017,44
281,2019,25
281,2000,20
281,2009,24
281,2001,20
281,2002,21
282,2006,21
282,2010,24
282,2018,81
282,2000,26
282,2001,25
282,2019,77
282,2016,70
282,2017,76
282,2005,15
282,2009,30
282,2014,34
282,2007,32
282,2008,30
282,2004,21
282,2015,48
282,2012,18
282,1999,25
282,2003,18
282,2013,28
282,2011,16
282,2002,22
283,2012,92
283,2013,57
283,2015,97
283,2017,102
283,2001,39
283,1999,45
283,2014,74
283,2019,69
283,1996,44
283,2006,30
283,2003,39
283,1998,31
283,2011,51
283,2010,39
283,2009,40
283,2000,30
283,2007,32
283,2004,30
283,1997,29
283,2016,87
283,2005,29
283,2018,77
283,2002,36
283,2008,35
284,2012,63
284,2014,65
284,1995,18
284,2015,65
284,2010,54
284,2011,55
284,2018,70
284,2001,24
284,2016,74
284,2000,26
284,1996,18
284,1999,22
284,2017,74
284,1998,22
284,2009,43
284,2013,64
284,2003,27
284,2002,29
284,1997,22
284,2007,49
284,2019,70
284,2005,43
284,2004,44
284,2006,43
284,2008,41
285,2007,17
285,2005,21
285,2014,15
285,2011,18
285,2013,15
285,2017,24
285,2004,19
285,2018,19
285,2016,16
285,2008,11
285,2006,15
285,2003,21
285,2012,22
285,2002,14
285,2015,18
285,2009,11
285,2010,17
285,2001,19
285,2019,9
286,2017,6
286,2012,7
286,2014,7
286,2011,7
286,2015,6
286,2016,3
287,2013,58
287,2008,30
287,2017,49
287,2015,55
287,2016,52
287,2018,53
287,2010,38
287,2007,24
287,2009,29
287,2006,27
287,2011,38
287,2019,63
287,2012,40
287,2014,39
288,2001,114
288,2011,80
288,1997,81
288,1983,113
288,2016,80
288,1986,91
288,1995,74
288,2013,78
288,2014,66
288,1941,13
288,2003,76
288,2017,76
288,1994,92
288,1972,70
288,1969,55
288,2012,73
288,2007,79
288,1999,111
288,2002,97
288,2019,40
288,1965,25
288,1978,68
288,1996,69
288,1981,76
288,1984,118
288,1980,49
288,1968,48
288,2000,110
288,1989,102
288,1990,81
288,1988,96
288,1991,100
288,1998,90
288,1974,67
288,2009,76
288,2005,74
288,1993,79
288,1982,59
288,2004,77
288,2018,88
288,1979,56
288,1987,78
288,1967,38
288,2006,80
288,2015,65
288,1939,18
288,1975,43
288,1943,8
288,1973,58
288,1992,86
288,1985,87
288,1962,28
288,1936,12
288,1942,13
288,1977,54
288,2010,80
288,1940,10
288,1976,78
288,1956,31
288,1938,10
288,1971,48
288,1944,5
288,2008,82
288,1966,45
288,1948,15
288,1958,34
288,1949,23
288,1952,20
288,1963,26
288,1951,17
288,1946,8
288,1970,43
288,1950,21
288,1953,34
288,1955,21
288,1959,19
288,1960,21
288,1954,21
288,1947,10
288,1937,15
288,1945,8
288,1957,26
288,1964,13
288,1961,1
289,2016,54
289,2018,73
289,2013,30
289,2009,25
289,2011,11
289,2019,45
289,2014,27
289,2015,41
289,2010,26
289,2008,18
289,2007,14
289,2012,26
289,2017,27
290,2011,30
290,2000,11
290,1996,39
290,1999,39
290,2019,11
290,1994,59
290,1989,33
290,2017,22
290,2015,26
290,1991,45
290,2008,22
290,1993,23
290,1995,50
290,2001,23
290,2009,32
290,1992,29
290,2003,20
290,1998,31
290,2013,25
290,2010,21
290,1984,20
290,1988,28
290,2005,39
290,2016,31
290,2012,24
290,2007,19
290,2014,31
290,1997,34
290,1987,30
290,2004,24
290,2002,29
290,1990,29
290,2006,23
290,2018,25
291,1994,28
291,1997,39
291,1998,30
291,1995,26
291,1993,14
291,1996,33
292,2019,15
292,2017,23
292,2018,26
292,2016,9
292,2015,7
292,2014,1
293,2007,169
293,2001,91
293,2017,116
293,2002,90
293,2012,98
293,1996,63
293,2003,95
293,2008,145
293,2006,119
293,1992,74
293,2010,156
293,2014,100
293,2005,108
293,2000,88
293,2018,74
293,1993,66
293,2009,167
293,2004,109
293,2013,80
293,1987,37
293,1998,79
293,2011,72
293,2015,62
293,2016,92
293,1997,75
293,1985,24
293,1999,95
293,1990,40
293,1991,44
293,1983,24
293,1994,66
293,1984,17
293,1986,22
293,2019,35
293,1995,62
293,1989,39
293,1988,29
294,2018,91
294,2014,82
294,2012,94
294,2017,119
294,2016,106
294,2013,73
294,2015,102
294,2009,27
294,2011,40
294,2019,56
294,2010,23
294,2008,19
295,2016,347
295,1995,196
295,2012,302
295,2003,206
295,2001,201
295,1993,132
295,1991,115
295,2000,201
295,1990,38
295,2009,263
295,2013,330
295,2011,270
295,1994,190
295,2005,166
295,2017,361
295,2014,414
295,2010,320
295,2015,359
295,2002,156
295,1996,189
295,2008,256
295,2019,262
295,2007,255
295,2018,372
295,2004,187
295,1998,195
295,1997,213
295,1999,200
295,2006,318
295,1992,111
296,2018,23
296,2017,25
296,2014,34
296,2015,34
296,2013,27
296,2016,27
296,2007,12
296,2008,20
296,2019,21
296,2011,7
296,2010,28
296,2012,37
296,2009,5
297,2009,64
297,2017,91
297,2015,94
297,2010,64
297,2014,94
297,1997,49
297,2012,66
297,2016,85
297,2006,65
297,1998,57
297,2002,87
297,2000,77
297,2004,60
297,2005,64
297,2007,63
297,2003,78
297,2008,65
297,2001,79
297,2011,65
297,2018,100
297,1999,75
297,1994,52
297,2013,65
297,1995,40
297,1996,54
298,2015,23
298,2012,26
298,2013,21
298,2018,33
298,2003,25
298,2016,85
298,2004,28
298,2010,25
298,2019,84
298,2007,23
298,2008,25
298,2005,21
298,2014,25
298,2017,26
298,2011,23
298,2009,25
298,2006,23
299,1993,133
299,1994,73
299,1992,29
299,1995,51
299,1991,36
299,1990,2
299,1996,14
300,2013,17
300,2010,26
300,2016,19
300,2014,20
300,2015,20
300,2011,27
300,2012,26
301,2017,4
301,2008,1
301,2011,4
301,2009,3
301,2007,2
301,2013,3
301,2012,2
301,2018,1
301,2015,2
301,2016,1
302,2009,70
302,2017,101
302,2016,151
302,2014,74
302,2008,73
302,2010,75
302,2018,104
302,2012,102
302,2011,87
302,2003,73
302,2002,66
302,2013,85
302,2015,117
302,2005,77
302,2004,68
302,2000,48
302,2019,83
302,2007,73
302,2006,64
302,1996,107
302,2001,55
303,2017,118
303,2010,54
303,2007,81
303,2008,94
303,2009,69
303,2018,134
303,2011,40
303,2016,127
303,2005,25
303,2015,81
303,2019,81
303,2006,67
303,2014,62
303,2013,60
303,2012,43
304,2007,6
305,2003,12
305,2016,19
305,2005,14
305,2004,17
305,2002,22
305,2012,16
305,2000,18
305,2010,24
305,2008,11
305,2018,11
305,2014,18
305,2009,18
305,2019,3
305,2015,15
305,1999,13
305,2001,16
305,2017,39
305,2007,14
305,2006,14
305,2013,18
305,2011,17
306,2009,18
306,2011,17
306,2015,18
306,2014,16
306,2016,17
306,2010,16
306,2013,16
306,2012,17
306,2017,7
307,2010,19
307,2011,17
307,2017,19
307,2016,18
307,2014,17
307,2019,12
307,2012,17
307,2015,16
307,2018,16
308,2010,15
308,2011,7
308,2014,4
308,2012,8
309,2018,125
310,2011,103
310,2010,106
309,2017,168
309,2016,112
310,2012,94
309,2019,80
309,2015,91
310,2014,103
310,2013,90
311,2012,50
311,2013,25
311,2015,19
311,2016,18
312,2004,21
312,2005,19
312,2007,16
312,2006,17
312,2003,29
312,2012,15
312,2013,13
312,2011,15
312,2010,6
312,2008,19
312,2014,8
312,2009,18
312,2015,12
312,2016,4
313,2015,12
313,2011,18
313,2017,12
313,2010,23
313,2018,12
313,2009,25
313,2014,12
313,2016,12
313,2013,17
313,2012,16
314,2015,24
314,2012,26
314,2017,17
314,2018,17
314,2016,20
314,2013,19
314,2014,23
314,2010,21
314,2011,20
314,2019,9
315,2013,32
315,2017,25
315,2012,46
315,2018,44
315,2016,29
315,2019,26
315,2011,30
315,2015,33
315,2014,24
316,2017,8
316,2011,10
316,2012,10
316,2016,7
316,2013,10
316,2018,8
316,2014,10
317,1995,59
317,1992,43
317,1999,50
317,2013,29
317,1993,53
317,2017,18
317,2012,35
317,2010,27
317,1991,19
317,2015,31
317,2014,28
317,1997,37
317,1994,43
317,2002,28
317,2005,40
317,2004,31
317,2011,29
317,1998,52
317,2000,32
317,1996,51
317,2009,38
317,2018,17
317,2016,25
317,2003,53
317,2001,38
317,2019,9
317,2006,34
317,2007,28
317,2008,35
318,2018,20
318,2012,22
318,2013,23
318,2011,21
318,2019,15
318,2014,20
318,2015,20
318,2016,20
318,2017,20
319,2008,26
319,2012,25
319,2009,27
319,2006,26
319,2016,21
319,2011,24
319,2014,23
319,2010,27
319,2017,28
319,2018,20
319,2013,23
319,2007,29
319,2019,17
319,2015,20
320,2011,36
321,2019,7
320,2009,16
320,2007,21
322,2017,91
322,1998,19
322,2018,105
322,2006,25
322,2000,22
322,2019,92
322,2015,55
322,2016,74
322,2001,24
322,2014,61
322,2009,26
322,2008,32
322,2003,15
322,1997,29
322,2012,27
322,2002,19
322,2007,30
322,2013,37
322,2010,25
322,2004,15
322,2011,28
322,1996,12
322,1999,20
322,2005,22
323,2019,26
323,2008,78
323,2009,69
323,2007,108
323,2015,10
323,2014,12
323,2002,63
323,2005,86
323,2003,77
323,2004,110
323,2016,11
323,2012,29
323,2017,12
323,2006,73
323,2010,60
323,2013,13
323,2011,16
323,2018,3
324,2008,66
324,2001,78
324,2010,63
324,1994,54
324,1997,49
324,2018,113
324,2005,67
324,2012,53
324,1996,50
324,1993,37
324,2014,58
324,1999,64
324,2002,66
324,1991,29
324,2017,64
324,1990,22
324,2007,65
324,2011,63
324,2000,62
324,1988,23
324,1987,6
324,2006,68
324,2013,65
324,1995,47
324,1992,46
324,2003,74
324,2004,76
324,2016,58
324,1989,20
324,2015,59
324,2009,65
324,2019,114
324,1998,63
324,1986,19
325,2012,18
325,2016,6
325,2011,20
325,2010,16
325,2018,7
325,2017,6
325,2013,16
325,2015,7
325,2019,5
326,2015,25
327,2005,27
327,2004,23
327,2008,25
327,2011,23
327,2006,28
327,2007,33
327,2012,24
327,2002,20
327,2003,23
327,2010,23
326,2013,22
326,2014,35
327,2013,6
327,2009,22
328,2017,21
328,2016,21
328,2015,14
328,2018,16
328,2019,11
328,2014,14
328,2013,14
329,2018,24
329,2016,64
329,2006,17
329,2009,18
329,2015,20
329,2003,13
329,2004,13
329,2014,17
329,2013,19
329,2017,29
329,2011,9
329,2005,12
329,2019,15
329,2008,12
329,2007,15
329,2010,12
329,2012,3
330,2011,21
330,2006,24
330,2009,36
330,2017,33
330,2001,21
330,2008,22
330,2018,31
330,2012,34
330,2019,25
330,2003,22
330,2013,34
330,2007,31
330,2015,38
330,2016,25
330,2002,18
330,2014,40
330,2004,23
330,2005,28
330,2010,30
330,2000,12
331,2011,15
331,2000,27
331,2010,12
331,2012,14
331,2018,15
331,2017,16
331,2009,16
331,2004,15
331,2014,13
331,2008,13
331,2006,10
331,2003,12
331,2001,12
331,2015,14
331,2016,18
331,2005,15
331,2002,12
331,2013,13
331,2007,16
332,2013,33
332,2009,54
332,2016,43
332,2018,102
332,2012,27
332,2017,82
332,2008,33
332,2010,28
332,2015,44
332,2014,33
332,2007,9
332,2011,26
332,2019,20
333,2016,99
333,2013,96
333,2003,44
333,2006,54
333,2009,67
333,2017,75
333,2010,78
333,1994,18
333,1999,47
333,2019,75
333,1995,19
333,2002,51
333,1996,29
333,2005,45
333,2004,48
333,2012,135
333,1998,39
333,2001,49
333,2015,94
333,2011,86
333,2000,44
333,2018,96
333,1993,20
333,2014,89
333,2007,59
333,2008,55
333,1997,34
333,1992,15
334,2012,4
334,2013,2
335,2019,144
335,2018,193
335,2014,149
335,2017,198
335,2016,192
335,2015,206
335,2010,45
335,2012,60
335,2008,29
335,2007,31
335,2011,47
335,2013,102
335,2009,33
336,2018,59
336,1998,17
336,2004,24
336,2014,49
336,2017,61
336,2013,40
336,2010,39
336,2015,62
336,2006,30
336,1997,18
336,2012,47
336,2019,48
336,2009,34
336,2016,49
336,2003,18
336,2011,32
336,2008,34
336,2007,30
336,2000,14
336,2002,16
336,2005,23
336,2001,15
336,1999,17
337,2012,34
337,2007,28
337,2013,31
337,2015,36
337,2016,40
337,2014,30
337,2002,19
337,2017,49
337,2000,15
337,2011,36
337,2010,33
337,2008,31
337,2009,34
337,1998,9
337,2005,22
337,1999,19
337,2003,26
337,2006,26
337,2001,23
337,2019,22
337,2018,25
337,2004,21
338,2002,22
338,2019,76
338,1992,26
338,1991,27
338,2013,38
338,1996,21
338,2003,22
338,2016,52
338,2017,88
338,2004,22
338,2006,21
338,2009,26
338,2001,22
338,2015,58
338,1990,27
338,2000,20
338,2010,24
338,2014,45
338,2007,23
338,2018,99
338,1995,22
338,1997,21
338,2012,30
338,1994,29
338,2011,21
338,2008,28
338,1999,25
338,1993,26
338,1998,35
338,2005,21
339,2017,12
339,2015,4
339,2018,13
339,2019,12
339,2016,2
340,2015,44
340,2013,34
340,2018,75
340,2016,52
340,2010,29
340,2017,72
340,2014,45
340,2019,32
340,2012,31
340,2011,25
341,2011,37
341,2015,27
341,2013,24
341,2012,23
341,2014,15
342,2019,38
342,2007,119
342,2015,108
342,2013,136
342,2008,89
342,2016,82
342,2017,76
342,2005,93
342,2001,64
342,2014,111
342,2018,61
342,2010,98
342,2009,85
342,2004,98
342,1997,24
342,2002,66
342,1998,19
342,2003,117
342,2012,91
342,2006,92
342,2000,36
342,2011,97
342,1999,19
342,1996,16
342,1995,9
343,2005,29
343,2007,33
343,2016,30
343,2008,34
343,2009,32
343,2012,33
343,2017,31
343,2011,25
343,2013,26
343,2015,30
343,2006,34
343,2014,26
343,2018,27
343,2010,46
343,2019,7
344,2013,21
344,2012,20
344,2018,22
344,2009,22
344,2014,20
344,2010,23
344,2017,20
344,2008,28
344,2019,10
344,2011,24
344,2007,24
344,2015,20
344,2016,17
345,2007,143
345,2008,152
345,2005,146
345,2016,147
345,2012,150
345,2011,119
345,2019,63
345,2013,153
345,2006,137
345,2015,128
345,2003,109
345,2000,143
345,2018,147
345,2002,137
345,2001,81
345,2017,130
345,2004,81
345,2014,146
345,2010,129
345,2009,134
345,1999,29
346,2015,60
346,2013,48
346,2012,35
346,2014,75
346,2019,44
346,2018,59
346,2016,72
346,2011,44
346,2017,60
347,2018,111
347,2011,87
347,2016,101
347,2010,90
347,2014,67
347,2015,79
347,2017,110
347,2019,48
347,2009,60
347,2013,86
347,2012,80
348,2015,29
348,2009,14
348,2010,24
348,2018,31
348,2012,23
348,2017,32
348,2019,25
348,2013,20
348,2011,27
348,2014,24
348,2016,23
349,2010,37
349,2018,86
349,2012,45
349,2013,56
349,2017,67
349,2016,87
349,2015,63
349,2014,70
349,2009,28
349,2019,38
349,2011,44
350,2017,71
350,1983,49
350,2015,68
350,2009,51
350,1997,74
350,1982,27
350,2011,66
350,1990,39
350,2003,72
350,2000,89
350,2012,60
350,2006,68
350,1991,34
350,2010,64
350,2005,69
350,2008,53
350,2001,80
350,2004,76
350,1996,57
350,2013,54
350,1994,49
350,2002,71
350,2018,71
350,2019,63
350,1998,65
350,1985,57
350,1995,58
350,1993,52
350,1988,29
350,1984,54
350,1986,50
350,2014,64
350,1987,59
350,1989,36
350,1992,34
350,2007,68
350,1981,27
350,1999,59
350,2016,59
351,2017,25
351,2019,24
351,2018,22
351,2016,15
351,2015,13
352,2018,55
352,2009,40
352,2010,37
352,2015,60
352,2005,27
352,2014,59
352,2006,32
352,2016,63
352,2017,60
352,2011,31
352,2013,50
352,2003,24
352,2008,34
352,2012,85
352,2019,27
352,2004,18
352,2007,34
353,2013,23
353,2010,17
353,2016,25
353,2005,18
353,2019,23
353,2007,21
353,2012,21
353,2018,23
353,2015,17
353,2006,18
353,2008,19
353,2017,22
353,2011,20
353,2009,19
353,2014,22
354,2017,602
354,2013,562
354,2019,320
354,2014,545
354,2006,426
354,2012,450
354,2011,462
354,2015,545
354,2018,599
354,2005,281
354,2007,525
354,2009,714
354,2008,631
354,2016,631
354,2010,415
354,2002,82
354,2003,129
354,2004,236
355,2005,15
355,2016,21
355,1995,23
355,1998,28
355,2002,14
355,2007,13
355,2013,22
355,1994,23
355,2017,24
355,2004,17
355,2000,21
355,2011,15
355,2019,14
355,2012,16
355,2018,22
355,2014,19
355,1999,23
355,2003,18
355,2010,22
355,1996,22
355,2008,16
355,1997,31
355,2006,14
355,2015,20
355,2001,15
355,2009,17
356,2017,16
356,2016,23
356,2018,34
356,2011,8
356,2019,15
356,2015,24
356,2012,15
356,2014,11
356,2013,8
356,2009,17
356,2010,5
357,2013,106
357,2017,115
357,2007,116
357,2016,101
357,2015,108
357,2008,120
357,2010,121
357,2014,90
357,2012,121
357,2009,155
357,2006,63
357,2018,90
357,2011,106
357,2019,73
358,2016,27
358,2004,26
358,2006,24
358,2012,24
358,1996,17
358,2015,24
358,2017,23
358,2013,24
358,1993,16
358,1995,18
358,2010,25
358,2000,19
358,2002,17
358,2001,23
358,2018,22
358,1997,17
358,2005,25
358,1998,18
358,2014,23
358,1994,18
358,2003,21
358,2007,22
358,2019,20
358,2009,30
358,2008,22
358,2011,23
358,1999,19
359,2002,18
360,2014,17
360,2012,42
359,1998,12
359,2007,22
360,2016,7
359,1997,7
359,2009,21
359,2006,40
360,2011,26
360,2013,11
359,2005,21
359,2004,16
359,1999,12
359,2008,10
360,2015,7
360,2017,3
359,2000,15
359,2001,18
359,2003,17
360,2010,14
360,2003,3
360,1997,6
361,2004,25
361,2014,68
361,2017,56
361,2008,31
361,2010,27
361,2015,79
361,2019,140
361,2018,60
361,2006,30
361,2012,44
361,2007,27
361,2011,30
361,2013,53
361,2016,53
361,2002,13
361,2005,33
361,2009,31
361,2003,20
362,2013,45
362,2017,78
362,2018,77
362,2009,29
362,2019,51
362,2014,56
362,2012,43
362,2016,82
362,2015,76
362,2010,29
362,2011,30
362,2008,21
363,2018,24
363,2011,21
363,2005,18
363,2014,19
363,2009,21
363,2016,16
363,2010,17
363,2008,25
363,2006,20
363,2015,16
363,2019,12
363,2013,19
363,2017,17
363,2012,17
363,2007,24
364,2016,6
364,2011,9
364,2012,7
364,2015,7
364,2014,8
365,1990,32
365,2018,22
365,1996,28
365,2012,28
365,2015,17
365,2000,26
365,1992,30
365,1987,61
365,1993,23
365,1988,36
365,2014,16
365,2003,18
365,2005,18
365,2008,15
365,1994,24
365,1989,35
365,2011,24
365,2007,20
365,1997,25
365,2006,12
365,1991,39
365,1995,25
365,2009,14
365,2013,21
365,2017,17
365,2004,7
365,2016,17
365,2010,16
365,2001,9
365,2019,10
365,2002,9
366,2016,72
366,2008,33
366,2001,27
366,2014,48
366,2006,35
366,2009,48
366,2011,97
366,1996,33
366,2005,23
366,2010,70
366,2017,78
366,2012,98
366,1997,30
366,2013,57
366,1998,28
366,2015,48
366,1995,35
366,2007,33
366,2003,24
366,2000,29
366,1999,27
366,2002,24
366,2004,28
367,2006,19
367,2019,22
367,2018,24
367,2014,20
367,2017,19
367,2015,15
367,2008,17
367,2009,19
367,2016,15
367,2007,18
367,2011,19
367,2012,18
367,2013,17
367,2010,16
368,1999,166
369,1994,118
368,2002,142
368,2001,145
368,2010,232
368,1998,248
368,2009,205
368,2011,281
368,1984,28
368,2000,168
368,2014,310
368,2018,298
368,1987,66
368,2019,211
368,1981,27
368,2005,150
368,2013,266
368,2007,288
368,2008,220
368,1989,64
368,2016,289
369,1993,96
368,2012,263
370,1997,52
369,1991,101
368,2004,149
368,2003,139
369,1995,106
369,1996,83
368,2006,212
368,2017,298
369,1990,106
369,1997,32
368,1978,38
368,2015,307
368,1997,62
368,1982,25
370,1995,6
368,1976,14
369,1992,94
368,1986,64
368,1985,33
368,1979,38
370,1992,8
369,1989,25
368,1980,22
368,1983,22
368,1996,58
368,1988,58
370,1994,16
368,1977,12
370,1998,13
371,1995,19
371,1989,19
371,2013,22
371,2014,20
371,2016,29
371,2011,15
371,2018,20
371,2000,17
371,1991,22
371,1992,24
371,2009,11
371,1999,15
371,2019,14
371,2008,13
371,2017,21
371,2010,9
371,2002,16
371,2015,19
371,2007,14
371,1993,22
371,2012,19
371,1988,20
371,1996,19
371,2003,12
371,1997,18
371,1998,17
371,1990,19
371,2004,4
371,2006,14
371,1994,17
371,2005,14
371,2001,15
372,2015,53
372,2013,52
372,2010,29
372,2016,46
372,2012,46
372,2018,47
372,2007,30
372,2014,37
372,2011,27
372,2008,20
372,2017,47
372,2006,30
372,2009,23
372,2019,20
373,2017,21
373,2015,30
373,2018,16
373,2016,19
374,2006,86
374,2004,42
374,2010,71
374,2017,58
374,2007,88
374,2000,57
374,2009,69
374,2015,67
374,2008,53
374,2013,69
374,2003,62
374,2002,36
374,2012,85
374,2001,44
374,2011,64
374,2016,83
374,2005,31
374,2014,68
375,2015,45
375,2008,27
375,2016,47
375,2017,42
375,2009,28
375,2004,12
375,2019,27
375,2011,26
375,2002,15
375,2018,41
375,2014,39
375,2005,15
375,2013,32
375,2003,14
375,2007,17
375,2010,28
375,2001,16
375,2012,24
375,2006,16
376,1999,19
376,2000,15
376,2001,14
376,1998,10
376,1997,6
377,2012,423
377,2017,596
377,1981,40
377,2016,815
377,2014,876
377,1973,44
377,2004,177
377,2010,360
377,2005,143
377,2015,624
377,2019,837
377,2013,612
377,2008,330
377,2011,359
377,1979,42
377,1998,151
377,2018,755
377,1980,54
377,2001,118
377,2009,342
377,1994,105
377,2000,135
377,1975,38
377,1982,46
377,1999,139
377,1996,124
377,1984,42
377,2006,178
377,1992,113
377,1989,39
377,2003,138
377,1983,42
377,2002,136
377,2020,27
377,1997,104
377,1977,35
377,1988,37
377,1986,52
377,2007,384
377,1993,116
377,1987,35
377,1990,43
377,1995,84
377,1969,24
377,1978,44
377,1972,21
377,1971,20
377,1991,87
377,1976,38
377,1985,43
377,1968,6
377,1970,24
377,1974,19
378,1996,161
378,1994,145
378,2001,205
378,1998,171
378,2012,368
378,2004,206
378,2019,334
378,1986,55
378,2016,325
378,1990,121
378,2008,320
378,2014,320
378,2003,243
378,2018,395
378,2011,245
378,2000,162
378,2017,414
378,2005,237
378,2015,321
378,1997,164
378,2002,239
378,1987,60
378,1999,155
378,2009,313
378,1981,93
378,2010,351
378,2013,289
378,1970,41
378,2006,233
378,2007,317
378,1983,70
378,1971,26
378,1995,162
378,1991,110
378,1993,164
378,1985,48
378,1989,70
378,1982,54
378,1980,54
378,1984,72
378,1979,45
378,1988,66
378,1977,27
378,1978,44
378,1973,33
378,1969,12
378,1968,12
378,1992,131
378,1972,33
378,1974,17
378,1976,36
378,1975,23
379,1995,10
379,2000,10
379,1997,10
379,2008,27
379,2001,19
379,2010,21
379,2012,10
379,2005,11
379,1996,17
379,2014,12
379,2019,12
379,2011,12
379,2013,30
379,2002,18
379,2016,23
379,2015,25
379,1999,9
379,2007,11
379,1989,18
379,2004,17
379,2009,31
379,2018,26
379,2006,15
379,2017,13
379,1998,8
379,2003,5
380,1999,68
380,2012,75
380,2009,77
380,2004,102
380,2005,76
380,1988,66
380,2008,105
380,2007,90
380,1995,58
380,2015,57
380,1994,60
380,1991,65
380,2014,53
380,2001,78
380,1992,69
380,2002,82
380,2003,70
380,2006,76
380,2016,56
380,1990,66
380,2010,60
380,2000,72
380,2017,56
380,1989,59
380,2013,57
380,1998,42
380,2018,50
380,2019,41
380,2011,70
380,1997,47
380,1996,40
